ID;product_id;Warehouse_block;Mode_of_Shipment;Customer_care_calls;Customer_rating;Cost_of_the_Product;Prior_purchases;Product_importance;Gender;Discount_offered;Weight_in_gms;Reached.on.Time_Y.N
41;9b0dc9b5b261aca0782319264a64b806;C;Ship;5;1;227;2;low;M;15;3798;1
42;616716dbbde23c215e9fdb822d335691;F;Ship;5;5;139;4;medium;M;61;1265;1
43;57398da1f2f85ec636875ee5afd5b4a9;D;Ship;3;5;137;2;medium;M;38;1647;1
44;0e255ab697c27a4a4e021ff06fc220c4;F;Ship;3;1;174;2;low;M;44;1556;1
45;199f62b7cd785951a7670cad94899225;A;Ship;3;1;151;2;low;M;29;1328;1
46;77937435cd82f472819976c8b70b0ea1;B;Ship;5;1;210;3;low;F;9;2944;1
47;e840a34d3bfe867f82c476ecdcd38a0b;C;Ship;3;4;169;4;medium;F;32;1245;1
48;8801d0b8a2f74b9eb97bdbcda393266b;F;Ship;5;1;160;2;low;M;32;1576;1
49;2fab7bf6c8b46bac9d2170c8640330ad;D;Ship;5;4;190;2;medium;M;9;3753;1
50;6f16421a3160a9457ca7ac877e3aa766;F;Ship;5;3;216;3;low;F;40;2146;1
51;61c7af4e438793f850739acdeebd8aa7;A;Ship;4;1;183;3;low;M;37;2042;1
52;9a35103a031c1c369f30d56a8f34d28b;B;Ship;4;4;141;3;low;M;22;1735;1
53;3b56dd2a0da42e866058761279d61c19;C;Ship;4;3;165;3;low;F;44;1320;1
54;3fd7f88ded04325c01b3113aede7c6b4;F;Ship;2;1;170;3;low;M;41;1128;1
55;53a8ac00354926a0c80569b4de540dd6;D;Ship;4;3;203;3;high;M;12;3539;1
56;9330d2468d29ad35e1ae43dfd3314eb9;F;Ship;2;5;246;5;low;M;46;2437;1
57;43dcce6f745226a014f737a307ab0bbe;A;Ship;3;3;238;3;low;F;61;3096;1
58;944f2d3b608153c864dfc923451a8e16;B;Ship;3;3;193;3;medium;F;29;3453;1
59;35999bacd3c0e41d1a707f36114c9f97;C;Ship;5;5;141;3;high;M;41;1367;1
60;b3a26387aaceeabf64def5d2ae878428;F;Ship;4;1;150;3;high;F;17;1923;1
61;03a1c406637d39b830831a33b67ed4e6;D;Ship;3;1;221;3;low;F;64;2794;1
62;8fbed72dc24a3b8407d5f9e881e42110;F;Ship;3;3;179;3;medium;M;52;1158;1
63;e3b653f4db997f034261901ec03b99eb;A;Ship;5;1;105;6;medium;M;62;1292;1
64;41deefb2ee7a10af2f2fb54272ad85ec;B;Ship;3;1;177;3;medium;M;61;1880;1
65;9a1fe5096b4c2e54a9f6c33aafdc675b;C;Ship;4;5;261;2;high;M;49;3045;1
66;807d5d6c90b3c98a5a3bf272a30ca047;F;Ship;3;2;202;3;low;M;49;2881;1
67;3bd595b3b15e7c4812f9900b296507cd;D;Ship;3;2;109;3;medium;F;15;1710;1
68;09f2c379b2bf09fffab9927316967312;F;Ship;3;3;158;3;low;F;6;1878;1
69;448992a17573fea9afb076cf90a0911b;A;Ship;4;2;231;4;medium;F;6;2512;1
70;4248efaa24f82862d1d447a95e67dcdd;B;Ship;3;5;206;3;medium;M;39;2929;1
71;1f5c35a79325b8239e65aa22ffa96b61;C;Ship;5;1;187;4;high;M;14;3849;1
72;32d51b6a5bd01aa3bbbdc5e0af1fba39;F;Ship;5;5;230;2;low;F;2;2229;1
73;bb76b32ea44236be448f1a94c8964efd;D;Ship;5;5;232;3;medium;F;33;2998;1
74;80c91feb7a4c6a2952bed2279cfb4cf3;F;Ship;4;5;215;3;medium;F;21;3984;1
75;ffd6ddc9151f3e3d52406bbcd70fbfa6;A;Ship;6;1;238;6;low;F;13;2442;1
76;716d4aadb5afd2f2c7adee9add863c03;B;Ship;4;1;266;3;low;F;23;3775;1
77;39255ae2f0bd4b29c6e347788169e6e5;C;Ship;2;3;158;2;medium;F;36;1788;1
78;4e9a5ad280866bb9a7882f5fe7e29491;F;Ship;3;3;113;3;low;F;43;1518;1
79;1023b9d3adfee80a05720cc251ccf380;D;Ship;3;4;223;3;low;M;18;3959;1
80;b6db520b0b16a21614108808dd5ff6c9;F;Ship;3;5;257;2;medium;F;56;3711;1
81;f3e17366855ab4f732e765620368e03d;A;Ship;3;4;180;2;medium;F;49;1942;1
82;883ffc36c8212ec0b2da095d2dceb3cb;B;Ship;2;5;132;3;low;M;18;1759;1
83;adc4372cd5552974d553f5291501a402;C;Ship;4;4;217;3;high;F;26;2875;1
84;ed57a0f30973c25cf65b999c9e501538;F;Ship;5;5;162;3;high;F;31;1364;1
85;60c0a9f851415826db7227e21a9b0a83;D;Ship;4;5;197;2;medium;F;40;2710;1
86;f134a717041b0e1f72a7e3130f45549e;F;Ship;3;4;197;3;medium;M;13;2148;1
87;0d67b1bfa81fda6e514c88ebf56edb01;A;Ship;4;1;185;2;low;M;44;2910;1
88;8fc5ba1324c8a6730b9ad3d12ed0595f;B;Ship;6;2;278;3;medium;F;3;2974;1
89;f97e47935c0dd72089c5714a3786cfea;C;Ship;3;3;229;3;low;M;49;2339;1
90;ffd266437acc5459c01c96a9c8e526a0;F;Ship;4;1;186;4;medium;F;57;3880;1
91;fae65b04fb789a83efc454b9b2d26787;D;Ship;5;3;174;6;high;F;41;1085;1
92;34822f627013acd0d412f1f0becc67be;F;Ship;5;5;286;3;low;F;18;3163;1
93;c272798cb147d374ed267136f1ae5ea1;A;Ship;4;4;175;2;medium;F;7;1188;1
94;b30bb22a07f13314d5a7a7250026cb94;B;Ship;3;3;219;3;medium;F;17;3387;1
95;0fe16cffef0f02a778df27c18cf33361;C;Ship;4;1;213;4;high;F;35;2343;1
96;a9994028650ea601f0e88c499d475c7c;F;Ship;2;3;235;3;low;M;57;2034;1
97;748bdef3e76a6beba388931543cf522c;D;Ship;3;3;149;2;medium;M;18;1225;1
98;0ddbb00bf8d97c0a414499d4af334d67;F;Ship;4;1;271;2;medium;F;8;2401;1
99;44fa52761ab2e7e0e04521a0ab70fc42;A;Ship;3;5;144;4;medium;M;5;1104;1
100;d5db4122aa7f70b43cc0fd15d6fc6e25;B;Ship;4;2;145;2;medium;M;21;1617;1
101;016450e5b942d8100ef9cc08a709930d;C;Ship;5;3;143;2;medium;M;59;1837;1
102;cd7c5d6ecdff9620b2ba499d4944dcc3;F;Ship;5;5;227;4;low;M;53;2624;1
103;7d0e70626f5e21cdc61c2240e39e7b24;D;Ship;2;1;213;3;low;M;29;2732;1
104;2d906d1408a8824609081453a0421305;F;Ship;5;1;144;4;low;M;37;1658;1
105;08ebb865b3a6d230b6c0aee7940d2f3e;A;Ship;3;3;218;3;low;M;3;2255;1
106;82d646aa2c9d9639f869ef601693ca93;B;Ship;4;2;144;3;medium;M;59;1588;1
107;088b9c515c0d4d21fd69237a78881464;C;Ship;3;1;238;3;low;M;17;2624;1
108;12e52bbac653058d666f498edd654d20;F;Ship;4;5;216;3;high;M;26;2053;1
109;48ec328e4b403099487efa5130e3922b;D;Ship;4;5;238;3;high;F;55;3257;1
110;53f1587d843f2a56783b33626efdfe66;F;Ship;4;1;141;3;medium;M;47;1250;1
111;29e493c39cf882301295d55643ebd9d9;A;Road;3;1;158;2;low;M;2;1284;1
112;c5b4aa349f8d03c180f6d64d86da170d;B;Road;4;2;239;3;low;F;65;3679;1
113;bc7ddc71338b20807792a2887b87ccaf;C;Road;4;3;175;2;low;M;25;1816;1
114;15874b04bc033d70e5284c7df40138cf;F;Road;3;2;263;3;low;M;41;2817;1
115;2e26df8b0c3338d980ffa909786e0d2b;D;Road;3;5;168;2;high;M;50;1616;1
116;209a4c9cb105802c8ed6b700eeb92a4e;F;Road;3;4;176;3;high;M;36;1779;1
117;e90a33df4d9b1e018a14d688bff39092;A;Road;4;1;150;4;high;M;60;1024;1
118;0756abd087d29c995692e7c7fbc47cb0;B;Road;4;3;265;2;medium;F;31;2326;1
119;0c6657ff6414e42da98916701462334b;C;Road;2;5;263;3;low;F;5;2947;1
120;e31fd0b685933f825eff08b87eec122e;F;Road;5;1;145;3;low;M;20;1387;1
121;5e05452d883cf218222b449429b7483e;D;Road;4;2;183;3;low;F;33;2741;1
122;7841ca45070381fd9f402290d6502649;F;Road;3;3;205;3;medium;F;19;2167;1
123;c220268f9058bfcce9416e051899fdfa;A;Road;4;2;160;3;low;M;64;1714;1
124;f69adaa62cca41b95d48c440ce50b61d;B;Road;3;3;252;2;medium;F;48;2102;1
125;87ff2a369b1f98c661e21b56f919a31b;C;Road;5;5;222;3;low;M;10;2280;1
126;339800b086da34a39a9ae4c4c5a02f48;F;Road;3;3;203;2;low;M;25;3607;1
127;77d46c175769645c2ad87fb90de2e14f;D;Road;4;5;220;3;medium;M;40;3516;1
128;af10ce418f01862b52b5b3a0e207ff95;F;Road;3;3;147;4;low;F;60;1722;1
129;07ba5ccf84ea1c5c94bb0135520957a5;A;Road;4;4;200;4;medium;M;16;2060;1
130;99d2e3b13c190e17d302364cc42e9539;B;Road;4;5;224;4;medium;M;21;2026;1
131;97b5c51ba9203b73342a91b0f138eb1a;C;Road;3;5;179;2;low;F;17;1364;1
132;66ef8e556a75088f9daa10dd2ad6f952;F;Road;3;4;144;3;low;M;50;1865;1
133;31077511001c3e1093cc0355f8995d1f;D;Flight;5;2;247;3;low;M;17;3889;1
134;f05a2df19f94d8c5170499fb127d8a63;F;Flight;5;4;280;6;medium;F;51;3582;1
135;83c5d5b3ba41c3753edb021d8b53e0b8;A;Flight;3;3;168;2;medium;F;1;1829;1
136;1d93eccbeaf669d212258abf3327ccf8;B;Flight;3;5;157;3;medium;F;4;1889;1
137;19d0dd24d641e2ba23bd6c0901b45baa;C;Flight;3;3;189;4;medium;F;51;2208;1
138;7dd8b388e25c48b9659ccf65632b4444;F;Flight;3;5;162;2;medium;M;7;1739;1
139;fdd1832430dd90851100b91f30d436e6;D;Flight;4;1;207;5;low;M;48;2399;1
140;7b4812ffd68846a37b82794061758483;F;Flight;5;1;237;2;low;F;10;3860;1
141;3d86463a1319e6ce40fb0a7b906d3aeb;A;Flight;4;4;264;3;high;M;59;2020;1
142;8195864507eb927c54316677454ffe5c;B;Flight;5;4;149;3;low;M;51;1645;1
143;524e7945349d0c46ee1091184c6bff69;C;Flight;5;5;162;3;low;M;41;1462;1
144;a99b924e6fe35743ea4135aa5a3c8dc1;F;Flight;2;1;205;4;medium;F;63;2156;1
145;70762c5c47a74962385c8d138b3b7409;D;Flight;2;1;158;3;medium;F;51;1540;1
146;90e7fa6fcc8ac944ef8366655cc532c0;F;Flight;2;2;248;2;low;M;46;3707;1
147;d19d7088f04e89362d64b02669548bba;A;Flight;3;5;191;3;low;M;23;3750;1
148;d9b72844dc7d8da3ca422683fe1e0bb7;B;Flight;4;3;146;4;medium;F;24;1844;1
149;2b0aa231f485e0ba435c7a615738f621;C;Flight;3;3;135;3;low;M;56;1490;1
150;fe4d9200626509d86b98a1557d21d647;F;Flight;5;1;149;3;low;M;40;1062;1
151;c2928dbf9796ceba44863a2736afb405;D;Flight;4;4;220;2;medium;F;7;2551;1
152;84094445a3791ec5d2f7d9ddb46e83b1;F;Flight;5;3;98;5;medium;M;44;1269;1
153;69eef08a7e51929fbc98e4650d15215c;A;Flight;3;4;97;4;low;M;32;1238;1
154;aa6e93db93497e4ea16541397caf3e09;B;Flight;3;3;183;2;low;M;53;3932;1
155;f581f197f3c0886aa4d5dd0cd4e84462;C;Ship;3;3;162;3;medium;F;8;1869;1
156;f5bca1e880d1000f1fb471ce15dce1ca;F;Ship;5;1;114;4;low;F;47;1443;1
157;148542ab75d3d2db9980410b314f953a;D;Ship;6;3;275;5;low;M;41;2491;1
158;b7e9684697305f6058c87b5ed6a48775;F;Ship;3;2;203;2;medium;F;39;3845;1
159;ed5242a680f2e7ce4430293900fa55c4;A;Ship;5;5;205;2;high;M;65;3671;1
160;d2c3254d1bb058bc27f1eb1475c48d8a;B;Ship;3;3;149;3;low;F;63;1946;1
161;45cf05c2fb7655c5fc2289d8457caa18;C;Ship;2;2;112;4;medium;M;56;1138;1
162;0e7a526f5c108fbd491189f87de19379;F;Ship;3;1;207;3;medium;F;56;3482;1
163;8edb53c39071533a4de917d45c6351bb;D;Ship;4;1;261;4;low;F;58;3427;1
164;7b8084771af8a7d1b8e7dc4d882da2e1;F;Ship;5;2;274;3;medium;M;6;3375;1
165;6ee7e07ed122f373ba60689e3c7ec132;A;Ship;3;5;141;2;low;M;52;1692;1
166;118ca88e64dbc35255dde149b8240cde;B;Ship;3;3;166;4;medium;F;17;1498;1
167;b4a000e76db65587ff92c4cbc6149081;C;Ship;5;2;141;3;high;F;34;1020;1
168;d915fa4decd9c648128d1fc558ecce02;F;Ship;4;5;152;3;low;M;43;1709;1
169;e1e8e034ef73f182067e946abba304ca;D;Ship;4;2;250;3;low;F;53;2478;1
170;c544a4da3bf1b397543ae18156eb5a81;F;Ship;4;3;161;3;medium;F;28;1809;1
171;ed6d302ecb17434ac26850d7a4ce7a2f;A;Ship;4;3;185;3;medium;F;10;2263;1
172;585404cb1fb525251e06133360c6ae47;B;Ship;4;4;176;4;high;F;52;1096;1
173;a9398102cb627b2695c82fb15ecbf99b;C;Ship;3;4;148;3;low;M;56;1550;1
174;6a1bf4b897682cdaeff254857d7f0a7f;F;Ship;3;2;270;3;low;F;63;2751;1
175;05bd0eb6a114515127d969237937c660;D;Ship;3;3;242;3;low;F;51;3935;1
176;7d45b1a2e331e8d4e49ab30b1b83f694;F;Ship;4;4;150;2;medium;M;3;1285;1
177;28d6201b34e1b6c2f129e480d18439df;A;Ship;4;5;192;3;high;M;20;3872;1
178;e445b3013605b075f00d38a17f672c46;B;Ship;4;5;116;3;medium;M;54;1314;1
179;99305cfad205cded8e8cda273d6fdd65;C;Ship;3;3;192;3;medium;F;2;3995;1
180;56d2edf8d00728c61de6812c70160533;F;Ship;5;5;255;4;medium;M;3;3440;1
181;363ea52fdc1fad01a01b92eb06d5fee2;D;Ship;4;1;161;7;medium;F;18;1294;1
182;d6fcca38395daf025855381301403325;F;Ship;4;5;157;3;low;M;20;1487;1
183;11161a39c82231d4d016897ce5b66873;A;Ship;3;2;164;10;high;F;28;1940;1
184;1b651215b5afd1c8784e9fb0a8334b25;B;Ship;3;5;162;7;medium;F;16;1052;1
185;9f518a487492d6e278945a94d5612657;C;Ship;3;3;146;2;low;M;50;1486;1
186;b39fa2d62c73ef9bd627ee58035b9e4b;F;Ship;3;2;209;3;medium;M;54;3001;1
187;e563603feae2b2b09b79d9a2a33be469;D;Ship;5;4;134;2;medium;F;55;1386;1
188;cbb38ba66f34b59a1078ca6560bfd7c2;F;Ship;2;1;222;2;medium;M;5;3778;1
189;49caf1e293c525bbf971322c7726dbc1;A;Ship;2;5;139;3;low;F;27;1233;1
190;b445db86798fda66d2a91633018720a1;B;Ship;2;4;134;3;low;F;42;1415;1
191;74fd73330670b0e946b62f9a8077b424;C;Ship;2;5;130;3;low;M;16;1092;1
192;e63d9c150c5a4d32d20f0283c56b863a;F;Ship;2;5;133;3;low;F;62;1596;1
193;667c58fd67a2dd01be3dc5aee0b8af66;D;Ship;2;4;140;3;low;F;7;1411;1
194;76aadaf7147b23d5d967dbb809f36023;F;Ship;2;2;158;3;low;M;28;1968;1
195;f6c5f7a5a2da7d2df3f23c6e0cc1a954;A;Ship;4;2;270;4;low;F;46;1736;1
196;ff86dfe4bdfb8d59ff4360858a091e1b;B;Ship;2;5;140;3;low;F;30;1030;1
197;d139afa310807906b519327822c1d1ca;C;Ship;2;2;135;3;low;M;15;1339;1
198;803a1d3290e24623f3cf2cc78451a89f;F;Ship;2;3;136;3;low;F;19;1568;1
199;e2161b8ff783d62cfc6f2fed944b8720;D;Ship;2;3;142;3;medium;F;38;7640;1
200;ac6e4ff6c13544279d232e5de0f8b4e6;F;Ship;2;2;154;3;medium;M;38;7846;1
201;c890b76f77eb8a517373eafa33c933ae;A;Ship;2;3;139;3;low;M;9;1471;1
202;0d63087d67b868a450857b5f1d861609;B;Ship;2;3;160;3;low;F;43;1251;1
203;c3a858e1ebd20284a66c411d4db2914c;C;Ship;2;4;134;3;low;M;58;1067;1
204;b8a7d9b115d0448718f04a399ba3784e;F;Ship;5;3;161;5;high;M;48;1883;1
205;96058a1f08457e4dc1fe835c9316ea04;D;Ship;2;5;155;3;low;M;23;1602;1
206;396f2c016fea8af8b483c10bd5c7f87b;F;Ship;2;3;145;3;medium;F;24;7588;1
207;ee3b38e8178aa9a7fc346d13873719a3;A;Ship;2;2;157;3;low;M;1;1477;1
208;aa7270f206589d1f6356c54637bd853f;B;Ship;2;2;160;3;low;M;48;1691;1
209;21b7198fb7c1c769e2c90c168dee5123;C;Ship;2;4;152;3;low;M;55;1498;1
210;863f4f07ec38e196734c5aa18da65fe3;F;Ship;2;5;148;3;high;F;11;1502;1
211;0cdac1914201f711d15114bb3a0e3cef;D;Ship;2;1;127;3;low;F;15;1522;1
212;cbfc18654a9ea4a47f757f41f6ef7eaa;F;Ship;2;5;154;3;low;F;21;1113;1
213;262adcb025870acf597f7f4ecdf2d1fa;A;Ship;2;5;127;3;low;M;44;1341;1
214;5c12003de3141ae15bdf2bb7b4c74507;B;Ship;2;5;160;3;medium;F;31;7401;1
215;b3cbac6dfa00f1ca88233c77013e6e65;C;Ship;2;4;129;3;low;F;48;1219;1
216;ac880098416945b4f530b23b6af103bb;F;Ship;2;5;158;3;low;F;40;1722;1
217;c197972040ae1f5c6f92a7ab3d7125a6;D;Ship;4;3;185;3;medium;M;3;3131;1
218;d6323d5804ac8b4434edea1d895bb848;F;Ship;4;4;176;4;high;F;63;1293;1
219;01e35843045c92c1d9949f26b4efe097;A;Ship;3;4;148;3;low;M;37;1523;1
220;cd7df0af64899573740e1cfcb0eff1bd;B;Ship;3;5;270;3;low;M;60;3885;1
221;13b01d4558265461a513e83e10ed91ce;C;Ship;3;4;242;3;low;M;29;2381;1
222;f230c2e7bc1297140ba1ecda93c928c4;F;Ship;4;3;150;2;medium;M;31;1588;1
223;a896aa741e12e4efbc18866a38f46a73;D;Ship;4;2;192;3;high;M;4;2061;1
224;b89801f69e17908fa86263f89010c367;F;Ship;4;5;116;3;medium;F;9;1314;1
225;3d1a393e41fa6167e39445e5be0a6c92;A;Ship;3;4;192;3;medium;F;31;3331;1
226;060647b8bf5f46c1df11da9cf80fad8e;B;Ship;5;4;255;4;medium;F;38;2771;1
227;cd50ffae793d2820b8159698dada6c04;C;Ship;4;3;161;7;medium;M;63;1496;1
228;bfb9fb8f977e0c978e76763f8a632ed1;F;Ship;4;2;157;3;low;F;48;1393;1
229;c1bfa22716a11a912a370723c4877e50;D;Ship;3;2;164;10;high;M;14;1375;1
230;e56450d6983d2f98c09f3b1a90d80655;F;Ship;3;3;162;7;medium;F;42;1278;1
231;e3187271aafc15986b1ac9203ac01529;A;Ship;3;1;146;2;low;F;54;1528;1
232;af9d68b350280c105beb8a02bffb118b;B;Ship;3;4;209;3;medium;F;60;2240;1
233;a63cff9f80b0a5dc0c23db75fbd06cb4;C;Ship;5;5;134;2;medium;M;53;1088;1
234;4d42c0d4965c69060cac0906226f4b25;F;Ship;2;1;222;2;medium;M;58;3626;1
235;62283c8b51067cd4579ba96e81ea9d2f;D;Ship;2;1;139;3;low;F;39;1582;1
236;7f8f881aacae3b724585e08ea4924d2a;F;Ship;2;2;134;3;low;M;38;1352;1
237;f0b3b1e8a7e9b99d5df4c1ede7cffce7;A;Ship;2;3;130;3;low;F;48;1801;1
238;430e44e6a11400a97e5866b0e68edb91;B;Ship;2;2;133;3;low;M;5;1268;1
239;50d26cfd28aac5df7a002274733706ec;C;Ship;2;3;140;3;low;F;23;1372;1
240;cd058269050dc1ed4cc8602edaecc6a7;F;Ship;2;3;158;3;low;M;10;1515;1
241;4cc84f95c10253db47d21103afa0832e;D;Ship;4;5;270;4;low;M;65;1818;1
242;13baa2340c831b216f1a29a6df163846;F;Ship;2;4;140;3;low;F;33;1278;1
243;dc811120b28251887517cf8ee347f10a;A;Ship;2;2;135;3;low;M;58;1734;1
244;0d2e6c350be6bae1a4b2b7c2079a8aca;B;Ship;2;4;136;3;low;M;43;1958;1
245;1e66020ad147e596049fba1e57a136ed;C;Ship;2;1;142;3;medium;F;8;6064;1
246;efe6ab941d0367fa78c4e78a2d1dfada;F;Ship;2;4;154;3;medium;F;48;7684;1
247;7d9376f11b8c1b4bef7906e97f3574fd;D;Ship;2;3;139;3;low;F;3;1788;1
248;0381a6a08600eae055fd4e513aad7843;F;Road;2;4;160;3;low;F;50;1030;1
249;d8c167ac79c6e8b29a4fd0a2900b59bf;A;Road;2;2;134;3;low;F;38;1530;1
250;b56c09e9eaab193b74648f17e1c10d8e;B;Road;5;5;161;5;high;F;54;1511;1
251;518954a2b887f4adc0069f57c04d9248;C;Road;2;3;155;3;low;F;45;1639;1
252;7fe326b38e9694d1578e88bf1572716f;F;Road;2;2;145;3;medium;F;5;6102;1
253;dfc394889438682a5eb90ba0cbaeb9bc;D;Road;2;1;157;3;low;M;58;1930;1
254;56d94f3adb415f8435ba23e2b09a010c;F;Road;2;5;160;3;low;F;19;1399;1
255;585d7c51cacfc80dac806f9272d66b6a;A;Road;2;2;152;3;low;F;61;1800;1
256;ac4b82587ddd089e7243e742c2dafd78;B;Road;2;2;148;3;high;F;35;1349;1
257;86db3eee17bb0cc5d05bb118d1af9215;C;Road;2;2;127;3;low;M;13;1128;1
258;53d854e4b2a4a029c11330779e8de033;F;Road;2;2;129;3;medium;F;22;6614;1
259;d2e591afe562a1e958fa6bedd843ccec;D;Road;2;3;158;3;low;F;13;1245;1
260;cc9bf11bbc242c433cdd92da14324968;F;Road;2;4;147;3;low;M;5;1920;1
261;a5f86ba3063392a7f13ee5e98ef65a07;A;Road;2;5;159;3;low;F;49;1621;1
262;0ec9e96d4b1aab405f2eb6c064eceab6;B;Road;2;3;151;3;low;F;23;1930;1
263;64404fba38a40bafbb1df290568ac2ef;C;Road;3;1;294;4;low;F;52;1089;1
264;1cc47e0c4f927d3780a7bbf65965eb89;F;Road;3;2;226;2;medium;M;45;1446;1
265;e87dd1fcbb133c80b2c89687e8edf739;D;Road;5;3;271;5;high;M;9;1813;1
266;b9c07c4484176e30e54895fa5b30ed2d;F;Road;7;2;203;5;medium;F;61;1856;1
267;3ca8a85691e4894dfd457f0c4a99991b;A;Road;2;3;264;4;low;F;10;1648;1
268;ecd5c9c1124b4774866ce85bed994c6c;B;Road;4;1;258;3;medium;M;36;2211;1
269;45a3eeaba75bd329f67fc26638ec19e8;C;Road;3;5;241;3;low;F;21;3078;1
270;fc4480d52c4b444b5325aca80de1152c;F;Flight;4;5;208;3;medium;M;23;2056;1
271;b0964e6e0191679777c82fde3b1f9295;D;Flight;3;2;209;5;medium;F;12;3054;1
272;d16c1688414b900a026acb5d263cadce;F;Flight;5;1;182;2;medium;F;23;2707;1
273;06882592ab421a06cfa517f611f8bf3c;A;Flight;4;5;148;2;medium;F;43;1087;1
274;db5cf1c4fe630764cbe0551a2ce2114a;B;Flight;2;3;183;2;medium;F;52;3199;1
275;fce3e3920658112748615225c2e25bb5;C;Flight;3;5;229;6;medium;M;22;2717;1
276;b18862e6ad2557ca125023140f369f95;F;Flight;5;5;115;5;low;F;26;1692;1
277;4ca2bebd4da9721d678967888c761fe4;D;Flight;4;2;136;3;low;F;65;1962;1
278;c8b770cc7a6999de739c40c7cc8c9a7a;F;Flight;4;4;212;3;low;M;21;3307;1
279;b211c1b4e0845807da58425ba9b40e62;A;Flight;4;3;171;3;low;F;24;1304;1
280;34abd9025ebaa5833d3ad6638a01c8da;B;Flight;3;1;151;2;low;M;60;1925;1
281;c8d7b74252a0a260133b270dedda255f;C;Flight;3;1;205;3;medium;M;39;3062;1
